Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,OrganizationalEntity,ProjectNumber,TaskNumber,dec_id_0,ActivityNumber,TotalDeclared,RequestedAmount_0,Overspent,travel permit number,DeclarationNumber_0,id,RequestedBudget,BudgetNumber,OverspentAmount,id,org:role,dec_id_5,dec_id_6,dec_id_3,dec_id_4,dec_id_1,dec_id_2,DeclarationNumber_10,RequestedAmount_16,RequestedAmount_14,RequestedAmount_15,dec_id_9,RequestedAmount_12,DeclarationNumber_14,DeclarationNumber_13,RequestedAmount_13,dec_id_7,RequestedAmount_10,DeclarationNumber_12,dec_id_8,DeclarationNumber_11,RequestedAmount_11,DeclarationNumber_16,DeclarationNumber_15,DeclarationNumber_8,DeclarationNumber_9,DeclarationNumber_4,DeclarationNumber_5,DeclarationNumber_6,DeclarationNumber_7,RequestedAmount_4,DeclarationNumber_1,RequestedAmount_3,DeclarationNumber_2,RequestedAmount_2,RequestedAmount_1,DeclarationNumber_3,RequestedAmount_8,RequestedAmount_7,RequestedAmount_6,RequestedAmount_5,RequestedAmount_9,dec_id_16,dec_id_13,dec_id_12,dec_id_15,dec_id_14,dec_id_11,dec_id_10,Activity_1,Activity_0,RfpNumber_0,OrganizationalEntity_0,Rfp_id_0,RfpNumber_1,OrganizationalEntity_1,Cost Type_1,Cost Type_0,Task_1,Task_0,Project_0,Rfp_id_1,Project_1,Activity_3,Activity_2,Cost Type_3,Cost Type_2,RfpNumber_2,RfpNumber_3,OrganizationalEntity_2,OrganizationalEntity_3,Project_2,Project_3,Rfp_id_3,Rfp_id_2,Task_3,Task_2,Rfp_id_10,Rfp_id_11,Rfp_id_12,Rfp_id_13,Rfp_id_14,Project_11,Project_12,Project_10,Project_13,Project_14,Cost Type_7,Cost Type_6,Cost Type_9,Cost Type_8,Cost Type_5,Cost Type_4,OrganizationalEntity_8,OrganizationalEntity_9,Task_10,OrganizationalEntity_6,Task_11,OrganizationalEntity_7,Task_12,Task_13,Task_14,RfpNumber_10,RfpNumber_12,RfpNumber_11,OrganizationalEntity_4,Project_6,RfpNumber_14,OrganizationalEntity_5,Project_7,RfpNumber_13,Project_8,Project_9,Project_4,Project_5,Activity_12,Activity_11,Activity_14,Activity_13,Activity_10,OrganizationalEntity_14,OrganizationalEntity_13,RfpNumber_8,RfpNumber_9,RfpNumber_6,RfpNumber_7,RfpNumber_4,RfpNumber_5,OrganizationalEntity_12,OrganizationalEntity_11,OrganizationalEntity_10,Rfp_id_7,Rfp_id_8,Rfp_id_5,Rfp_id_6,Rfp_id_4,Rfp_id_9,Activity_9,Activity_8,Activity_5,Activity_4,Activity_7,Activity_6,Cost Type_13,Cost Type_14,Cost Type_10,Cost Type_11,Cost Type_12,Task_5,Task_4,Task_9,Task_8,Task_7,Task_6
travel permit 73562,Declaration APPROVED by PRE_APPROVER,STAFF MEMBER,26:12.0,Variant 386,386,organizational unit 65455,project 8761,task 427,declaration 73564,UNKNOWN,3375.084158,71,FALSE,travel permit number 73563,declaration number 73565,travel permit 73562,6020.792331,budget 899,-2645.708173,st_step 73650_0,PRE_APPROVER,declaration 73574,declaration 73576,declaration 73570,declaration 73572,declaration 73566,declaration 73568,declaration number 73585,18,191,153,declaration 73582,219,declaration number 73593,declaration number 73591,297,declaration 73578,242,declaration number 73589,declaration 73580,declaration number 73587,309,declaration number 73597,declaration number 73595,declaration number 73581,declaration number 73583,declaration number 73573,declaration number 73575,declaration number 73577,declaration number 73579,612,declaration number 73567,37,declaration number 73569,355,37,declaration number 73571,17,170,341,623,232,declaration 73596,declaration 73590,declaration 73588,declaration 73594,declaration 73592,declaration 73586,declaration 73584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73562,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,31:04.0,Variant 386,386,organizational unit 65455,project 8761,task 427,declaration 73564,UNKNOWN,3375.084158,71,FALSE,travel permit number 73563,declaration number 73565,travel permit 73562,6020.792331,budget 899,-2645.708173,st_step 73647_0,EMPLOYEE,declaration 73574,declaration 73576,declaration 73570,declaration 73572,declaration 73566,declaration 73568,declaration number 73585,18,191,153,declaration 73582,219,declaration number 73593,declaration number 73591,297,declaration 73578,242,declaration number 73589,declaration 73580,declaration number 73587,309,declaration number 73597,declaration number 73595,declaration number 73581,declaration number 73583,declaration number 73573,declaration number 73575,declaration number 73577,declaration number 73579,612,declaration number 73567,37,declaration number 73569,355,37,declaration number 73571,17,170,341,623,232,declaration 73596,declaration 73590,declaration 73588,declaration 73594,declaration 73592,declaration 73586,declaration 73584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73562,Declaration APPROVED by PRE_APPROVER,STAFF MEMBER,31:07.0,Variant 386,386,organizational unit 65455,project 8761,task 427,declaration 73564,UNKNOWN,3375.084158,71,FALSE,travel permit number 73563,declaration number 73565,travel permit 73562,6020.792331,budget 899,-2645.708173,st_step 73648_0,PRE_APPROVER,declaration 73574,declaration 73576,declaration 73570,declaration 73572,declaration 73566,declaration 73568,declaration number 73585,18,191,153,declaration 73582,219,declaration number 73593,declaration number 73591,297,declaration 73578,242,declaration number 73589,declaration 73580,declaration number 73587,309,declaration number 73597,declaration number 73595,declaration number 73581,declaration number 73583,declaration number 73573,declaration number 73575,declaration number 73577,declaration number 73579,612,declaration number 73567,37,declaration number 73569,355,37,declaration number 73571,17,170,341,623,232,declaration 73596,declaration 73590,declaration 73588,declaration 73594,declaration 73592,declaration 73586,declaration 73584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73562,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,38:41.0,Variant 386,386,organizational unit 65455,project 8761,task 427,declaration 73564,UNKNOWN,3375.084158,71,FALSE,travel permit number 73563,declaration number 73565,travel permit 73562,6020.792331,budget 899,-2645.708173,st_step 73645_0,EMPLOYEE,declaration 73574,declaration 73576,declaration 73570,declaration 73572,declaration 73566,declaration 73568,declaration number 73585,18,191,153,declaration 73582,219,declaration number 73593,declaration number 73591,297,declaration 73578,242,declaration number 73589,declaration 73580,declaration number 73587,309,declaration number 73597,declaration number 73595,declaration number 73581,declaration number 73583,declaration number 73573,declaration number 73575,declaration number 73577,declaration number 73579,612,declaration number 73567,37,declaration number 73569,355,37,declaration number 73571,17,170,341,623,232,declaration 73596,declaration 73590,declaration 73588,declaration 73594,declaration 73592,declaration 73586,declaration 73584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73562,Declaration APPROVED by PRE_APPROVER,STAFF MEMBER,38:45.0,Variant 386,386,organizational unit 65455,project 8761,task 427,declaration 73564,UNKNOWN,3375.084158,71,FALSE,travel permit number 73563,declaration number 73565,travel permit 73562,6020.792331,budget 899,-2645.708173,st_step 73644_0,PRE_APPROVER,declaration 73574,declaration 73576,declaration 73570,declaration 73572,declaration 73566,declaration 73568,declaration number 73585,18,191,153,declaration 73582,219,declaration number 73593,declaration number 73591,297,declaration 73578,242,declaration number 73589,declaration 73580,declaration number 73587,309,declaration number 73597,declaration number 73595,declaration number 73581,declaration number 73583,declaration number 73573,declaration number 73575,declaration number 73577,declaration number 73579,612,declaration number 73567,37,declaration number 73569,355,37,declaration number 73571,17,170,341,623,232,declaration 73596,declaration 73590,declaration 73588,declaration 73594,declaration 73592,declaration 73586,declaration 73584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73562,Declaration FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,02:29.0,Variant 386,386,organizational unit 65455,project 8761,task 427,declaration 73564,UNKNOWN,3375.084158,71,FALSE,travel permit number 73563,declaration number 73565,travel permit 73562,6020.792331,budget 899,-2645.708173,st_step 73643_0,SUPERVISOR,declaration 73574,declaration 73576,declaration 73570,declaration 73572,declaration 73566,declaration 73568,declaration number 73585,18,191,153,declaration 73582,219,declaration number 73593,declaration number 73591,297,declaration 73578,242,declaration number 73589,declaration 73580,declaration number 73587,309,declaration number 73597,declaration number 73595,declaration number 73581,declaration number 73583,declaration number 73573,declaration number 73575,declaration number 73577,declaration number 73579,612,declaration number 73567,37,declaration number 73569,355,37,declaration number 73571,17,170,341,623,232,declaration 73596,declaration 73590,declaration 73588,declaration 73594,declaration 73592,declaration 73586,declaration 73584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73562,Declaration FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,04:49.0,Variant 386,386,organizational unit 65455,project 8761,task 427,declaration 73564,UNKNOWN,3375.084158,71,FALSE,travel permit number 73563,declaration number 73565,travel permit 73562,6020.792331,budget 899,-2645.708173,st_step 73646_0,SUPERVISOR,declaration 73574,declaration 73576,declaration 73570,declaration 73572,declaration 73566,declaration 73568,declaration number 73585,18,191,153,declaration 73582,219,declaration number 73593,declaration number 73591,297,declaration 73578,242,declaration number 73589,declaration 73580,declaration number 73587,309,declaration number 73597,declaration number 73595,declaration number 73581,declaration number 73583,declaration number 73573,declaration number 73575,declaration number 73577,declaration number 73579,612,declaration number 73567,37,declaration number 73569,355,37,declaration number 73571,17,170,341,623,232,declaration 73596,declaration 73590,declaration 73588,declaration 73594,declaration 73592,declaration 73586,declaration 73584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73562,Declaration FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,05:04.0,Variant 386,386,organizational unit 65455,project 8761,task 427,declaration 73564,UNKNOWN,3375.084158,71,FALSE,travel permit number 73563,declaration number 73565,travel permit 73562,6020.792331,budget 899,-2645.708173,st_step 73651_0,SUPERVISOR,declaration 73574,declaration 73576,declaration 73570,declaration 73572,declaration 73566,declaration 73568,declaration number 73585,18,191,153,declaration 73582,219,declaration number 73593,declaration number 73591,297,declaration 73578,242,declaration number 73589,declaration 73580,declaration number 73587,309,declaration number 73597,declaration number 73595,declaration number 73581,declaration number 73583,declaration number 73573,declaration number 73575,declaration number 73577,declaration number 73579,612,declaration number 73567,37,declaration number 73569,355,37,declaration number 73571,17,170,341,623,232,declaration 73596,declaration 73590,declaration 73588,declaration 73594,declaration 73592,declaration 73586,declaration 73584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73562,Request Payment,SYSTEM,06:26.0,Variant 386,386,organizational unit 65455,project 8761,task 427,declaration 73564,UNKNOWN,3375.084158,71,FALSE,travel permit number 73563,declaration number 73565,travel permit 73562,6020.792331,budget 899,-2645.708173,fd_declaration 73592_17,UNDEFINED,declaration 73574,declaration 73576,declaration 73570,declaration 73572,declaration 73566,declaration 73568,declaration number 73585,18,191,153,declaration 73582,219,declaration number 73593,declaration number 73591,297,declaration 73578,242,declaration number 73589,declaration 73580,declaration number 73587,309,declaration number 73597,declaration number 73595,declaration number 73581,declaration number 73583,declaration number 73573,declaration number 73575,declaration number 73577,declaration number 73579,612,declaration number 73567,37,declaration number 73569,355,37,declaration number 73571,17,170,341,623,232,declaration 73596,declaration 73590,declaration 73588,declaration 73594,declaration 73592,declaration 73586,declaration 73584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73562,Request Payment,SYSTEM,06:26.0,Variant 386,386,organizational unit 65455,project 8761,task 427,declaration 73564,UNKNOWN,3375.084158,71,FALSE,travel permit number 73563,declaration number 73565,travel permit 73562,6020.792331,budget 899,-2645.708173,fd_declaration 73594_17,UNDEFINED,declaration 73574,declaration 73576,declaration 73570,declaration 73572,declaration 73566,declaration 73568,declaration number 73585,18,191,153,declaration 73582,219,declaration number 73593,declaration number 73591,297,declaration 73578,242,declaration number 73589,declaration 73580,declaration number 73587,309,declaration number 73597,declaration number 73595,declaration number 73581,declaration number 73583,declaration number 73573,declaration number 73575,declaration number 73577,declaration number 73579,612,declaration number 73567,37,declaration number 73569,355,37,declaration number 73571,17,170,341,623,232,declaration 73596,declaration 73590,declaration 73588,declaration 73594,declaration 73592,declaration 73586,declaration 73584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73562,Request Payment,SYSTEM,06:26.0,Variant 386,386,organizational unit 65455,project 8761,task 427,declaration 73564,UNKNOWN,3375.084158,71,FALSE,travel permit number 73563,declaration number 73565,travel permit 73562,6020.792331,budget 899,-2645.708173,fd_declaration 73596_17,UNDEFINED,declaration 73574,declaration 73576,declaration 73570,declaration 73572,declaration 73566,declaration 73568,declaration number 73585,18,191,153,declaration 73582,219,declaration number 73593,declaration number 73591,297,declaration 73578,242,declaration number 73589,declaration 73580,declaration number 73587,309,declaration number 73597,declaration number 73595,declaration number 73581,declaration number 73583,declaration number 73573,declaration number 73575,declaration number 73577,declaration number 73579,612,declaration number 73567,37,declaration number 73569,355,37,declaration number 73571,17,170,341,623,232,declaration 73596,declaration 73590,declaration 73588,declaration 73594,declaration 73592,declaration 73586,declaration 73584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73562,Payment Handled,SYSTEM,30:47.0,Variant 386,386,organizational unit 65455,project 8761,task 427,declaration 73564,UNKNOWN,3375.084158,71,FALSE,travel permit number 73563,declaration number 73565,travel permit 73562,6020.792331,budget 899,-2645.708173,fd_declaration 73592_18,UNDEFINED,declaration 73574,declaration 73576,declaration 73570,declaration 73572,declaration 73566,declaration 73568,declaration number 73585,18,191,153,declaration 73582,219,declaration number 73593,declaration number 73591,297,declaration 73578,242,declaration number 73589,declaration 73580,declaration number 73587,309,declaration number 73597,declaration number 73595,declaration number 73581,declaration number 73583,declaration number 73573,declaration number 73575,declaration number 73577,declaration number 73579,612,declaration number 73567,37,declaration number 73569,355,37,declaration number 73571,17,170,341,623,232,declaration 73596,declaration 73590,declaration 73588,declaration 73594,declaration 73592,declaration 73586,declaration 73584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73562,Payment Handled,SYSTEM,30:47.0,Variant 386,386,organizational unit 65455,project 8761,task 427,declaration 73564,UNKNOWN,3375.084158,71,FALSE,travel permit number 73563,declaration number 73565,travel permit 73562,6020.792331,budget 899,-2645.708173,fd_declaration 73594_18,UNDEFINED,declaration 73574,declaration 73576,declaration 73570,declaration 73572,declaration 73566,declaration 73568,declaration number 73585,18,191,153,declaration 73582,219,declaration number 73593,declaration number 73591,297,declaration 73578,242,declaration number 73589,declaration 73580,declaration number 73587,309,declaration number 73597,declaration number 73595,declaration number 73581,declaration number 73583,declaration number 73573,declaration number 73575,declaration number 73577,declaration number 73579,612,declaration number 73567,37,declaration number 73569,355,37,declaration number 73571,17,170,341,623,232,declaration 73596,declaration 73590,declaration 73588,declaration 73594,declaration 73592,declaration 73586,declaration 73584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73562,Payment Handled,SYSTEM,30:47.0,Variant 386,386,organizational unit 65455,project 8761,task 427,declaration 73564,UNKNOWN,3375.084158,71,FALSE,travel permit number 73563,declaration number 73565,travel permit 73562,6020.792331,budget 899,-2645.708173,fd_declaration 73596_18,UNDEFINED,declaration 73574,declaration 73576,declaration 73570,declaration 73572,declaration 73566,declaration 73568,declaration number 73585,18,191,153,declaration 73582,219,declaration number 73593,declaration number 73591,297,declaration 73578,242,declaration number 73589,declaration 73580,declaration number 73587,309,declaration number 73597,declaration number 73595,declaration number 73581,declaration number 73583,declaration number 73573,declaration number 73575,declaration number 73577,declaration number 73579,612,declaration number 73567,37,declaration number 73569,355,37,declaration number 73571,17,170,341,623,232,declaration 73596,declaration 73590,declaration 73588,declaration 73594,declaration 73592,declaration 73586,declaration 73584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73562,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,23:41.0,Variant 386,386,organizational unit 65455,project 8761,task 427,declaration 73564,UNKNOWN,3375.084158,71,FALSE,travel permit number 73563,declaration number 73565,travel permit 73562,6020.792331,budget 899,-2645.708173,st_step 73641_0,EMPLOYEE,declaration 73574,declaration 73576,declaration 73570,declaration 73572,declaration 73566,declaration 73568,declaration number 73585,18,191,153,declaration 73582,219,declaration number 73593,declaration number 73591,297,declaration 73578,242,declaration number 73589,declaration 73580,declaration number 73587,309,declaration number 73597,declaration number 73595,declaration number 73581,declaration number 73583,declaration number 73573,declaration number 73575,declaration number 73577,declaration number 73579,612,declaration number 73567,37,declaration number 73569,355,37,declaration number 73571,17,170,341,623,232,declaration 73596,declaration 73590,declaration 73588,declaration 73594,declaration 73592,declaration 73586,declaration 73584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73562,Declaration APPROVED by PRE_APPROVER,STAFF MEMBER,23:47.0,Variant 386,386,organizational unit 65455,project 8761,task 427,declaration 73564,UNKNOWN,3375.084158,71,FALSE,travel permit number 73563,declaration number 73565,travel permit 73562,6020.792331,budget 899,-2645.708173,st_step 73640_0,PRE_APPROVER,declaration 73574,declaration 73576,declaration 73570,declaration 73572,declaration 73566,declaration 73568,declaration number 73585,18,191,153,declaration 73582,219,declaration number 73593,declaration number 73591,297,declaration 73578,242,declaration number 73589,declaration 73580,declaration number 73587,309,declaration number 73597,declaration number 73595,declaration number 73581,declaration number 73583,declaration number 73573,declaration number 73575,declaration number 73577,declaration number 73579,612,declaration number 73567,37,declaration number 73569,355,37,declaration number 73571,17,170,341,623,232,declaration 73596,declaration 73590,declaration 73588,declaration 73594,declaration 73592,declaration 73586,declaration 73584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73562,Declaration FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,32:14.0,Variant 386,386,organizational unit 65455,project 8761,task 427,declaration 73564,UNKNOWN,3375.084158,71,FALSE,travel permit number 73563,declaration number 73565,travel permit 73562,6020.792331,budget 899,-2645.708173,st_step 73642_0,SUPERVISOR,declaration 73574,declaration 73576,declaration 73570,declaration 73572,declaration 73566,declaration 73568,declaration number 73585,18,191,153,declaration 73582,219,declaration number 73593,declaration number 73591,297,declaration 73578,242,declaration number 73589,declaration 73580,declaration number 73587,309,declaration number 73597,declaration number 73595,declaration number 73581,declaration number 73583,declaration number 73573,declaration number 73575,declaration number 73577,declaration number 73579,612,declaration number 73567,37,declaration number 73569,355,37,declaration number 73571,17,170,341,623,232,declaration 73596,declaration 73590,declaration 73588,declaration 73594,declaration 73592,declaration 73586,declaration 73584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73562,Request Payment,SYSTEM,33:27.0,Variant 386,386,organizational unit 65455,project 8761,task 427,declaration 73564,UNKNOWN,3375.084158,71,FALSE,travel permit number 73563,declaration number 73565,travel permit 73562,6020.792331,budget 899,-2645.708173,fd_declaration 73590_17,UNDEFINED,declaration 73574,declaration 73576,declaration 73570,declaration 73572,declaration 73566,declaration 73568,declaration number 73585,18,191,153,declaration 73582,219,declaration number 73593,declaration number 73591,297,declaration 73578,242,declaration number 73589,declaration 73580,declaration number 73587,309,declaration number 73597,declaration number 73595,declaration number 73581,declaration number 73583,declaration number 73573,declaration number 73575,declaration number 73577,declaration number 73579,612,declaration number 73567,37,declaration number 73569,355,37,declaration number 73571,17,170,341,623,232,declaration 73596,declaration 73590,declaration 73588,declaration 73594,declaration 73592,declaration 73586,declaration 73584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73562,Payment Handled,SYSTEM,32:26.0,Variant 386,386,organizational unit 65455,project 8761,task 427,declaration 73564,UNKNOWN,3375.084158,71,FALSE,travel permit number 73563,declaration number 73565,travel permit 73562,6020.792331,budget 899,-2645.708173,fd_declaration 73590_18,UNDEFINED,declaration 73574,declaration 73576,declaration 73570,declaration 73572,declaration 73566,declaration 73568,declaration number 73585,18,191,153,declaration 73582,219,declaration number 73593,declaration number 73591,297,declaration 73578,242,declaration number 73589,declaration 73580,declaration number 73587,309,declaration number 73597,declaration number 73595,declaration number 73581,declaration number 73583,declaration number 73573,declaration number 73575,declaration number 73577,declaration number 73579,612,declaration number 73567,37,declaration number 73569,355,37,declaration number 73571,17,170,341,623,232,declaration 73596,declaration 73590,declaration 73588,declaration 73594,declaration 73592,declaration 73586,declaration 73584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73562,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,30:02.0,Variant 386,386,organizational unit 65455,project 8761,task 427,declaration 73564,UNKNOWN,3375.084158,71,FALSE,travel permit number 73563,declaration number 73565,travel permit 73562,6020.792331,budget 899,-2645.708173,st_step 73611_0,EMPLOYEE,declaration 73574,declaration 73576,declaration 73570,declaration 73572,declaration 73566,declaration 73568,declaration number 73585,18,191,153,declaration 73582,219,declaration number 73593,declaration number 73591,297,declaration 73578,242,declaration number 73589,declaration 73580,declaration number 73587,309,declaration number 73597,declaration number 73595,declaration number 73581,declaration number 73583,declaration number 73573,declaration number 73575,declaration number 73577,declaration number 73579,612,declaration number 73567,37,declaration number 73569,355,37,declaration number 73571,17,170,341,623,232,declaration 73596,declaration 73590,declaration 73588,declaration 73594,declaration 73592,declaration 73586,declaration 73584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73562,Declaration APPROVED by PRE_APPROVER,STAFF MEMBER,30:39.0,Variant 386,386,organizational unit 65455,project 8761,task 427,declaration 73564,UNKNOWN,3375.084158,71,FALSE,travel permit number 73563,declaration number 73565,travel permit 73562,6020.792331,budget 899,-2645.708173,st_step 73612_0,PRE_APPROVER,declaration 73574,declaration 73576,declaration 73570,declaration 73572,declaration 73566,declaration 73568,declaration number 73585,18,191,153,declaration 73582,219,declaration number 73593,declaration number 73591,297,declaration 73578,242,declaration number 73589,declaration 73580,declaration number 73587,309,declaration number 73597,declaration number 73595,declaration number 73581,declaration number 73583,declaration number 73573,declaration number 73575,declaration number 73577,declaration number 73579,612,declaration number 73567,37,declaration number 73569,355,37,declaration number 73571,17,170,341,623,232,declaration 73596,declaration 73590,declaration 73588,declaration 73594,declaration 73592,declaration 73586,declaration 73584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73562,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,43:14.0,Variant 386,386,organizational unit 65455,project 8761,task 427,declaration 73564,UNKNOWN,3375.084158,71,FALSE,travel permit number 73563,declaration number 73565,travel permit 73562,6020.792331,budget 899,-2645.708173,st_step 73608_0,EMPLOYEE,declaration 73574,declaration 73576,declaration 73570,declaration 73572,declaration 73566,declaration 73568,declaration number 73585,18,191,153,declaration 73582,219,declaration number 73593,declaration number 73591,297,declaration 73578,242,declaration number 73589,declaration 73580,declaration number 73587,309,declaration number 73597,declaration number 73595,declaration number 73581,declaration number 73583,declaration number 73573,declaration number 73575,declaration number 73577,declaration number 73579,612,declaration number 73567,37,declaration number 73569,355,37,declaration number 73571,17,170,341,623,232,declaration 73596,declaration 73590,declaration 73588,declaration 73594,declaration 73592,declaration 73586,declaration 73584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
